event_id,access_point_id,access_point_name,zone_id,risk_level,employee_id,timestamp,access_granted,is_anomaly,anomaly_type
EVT-0001818,AP-01,Main Entrance,ZN-06,low,EMP-0016,2026-07-23 14:43:15,True,False,
EVT-0010042,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0100,2026-07-23 14:43:24,True,False,
EVT-0025276,AP-05,Executive Wing Door,ZN-08,medium,EMP-0085,2026-07-23 14:43:34,True,False,
EVT-0027543,AP-06,Loading Dock,,medium,EMP-0028,2026-07-23 14:44:16,True,False,
EVT-0010039,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0068,2026-07-23 14:44:22,True,False,
EVT-0010038,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0074,2026-07-23 14:44:30,True,False,
EVT-0010040,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0084,2026-07-23 14:44:43,True,False,
EVT-0017982,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0104,2026-07-23 14:45:09,True,False,
EVT-0025281,AP-05,Executive Wing Door,ZN-08,medium,EMP-0114,2026-07-23 14:45:15,True,False,
EVT-0001822,AP-01,Main Entrance,ZN-06,low,EMP-0079,2026-07-23 14:45:24,True,False,
EVT-0027546,AP-06,Loading Dock,,medium,EMP-0065,2026-07-23 14:45:48,True,False,
EVT-0010047,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0037,2026-07-23 14:46:27,True,False,
EVT-0025279,AP-05,Executive Wing Door,ZN-08,medium,EMP-0125,2026-07-23 14:47:00,True,False,
EVT-0001820,AP-01,Main Entrance,ZN-06,low,EMP-0121,2026-07-23 14:47:07,True,False,
EVT-0001821,AP-01,Main Entrance,ZN-06,low,EMP-0003,2026-07-23 14:47:41,True,False,
EVT-0027545,AP-06,Loading Dock,,medium,EMP-0032,2026-07-23 14:48:18,True,False,
EVT-0010046,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0128,2026-07-23 14:48:18,True,False,
EVT-0010048,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0044,2026-07-23 14:48:34,True,False,
EVT-0025280,AP-05,Executive Wing Door,ZN-08,medium,EMP-0038,2026-07-23 14:48:38,True,False,
EVT-0010045,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0114,2026-07-23 14:48:41,True,False,
EVT-0017981,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0102,2026-07-23 14:48:49,True,False,
EVT-0025278,AP-05,Executive Wing Door,ZN-08,medium,EMP-0045,2026-07-23 14:49:47,True,False,
EVT-0025283,AP-05,Executive Wing Door,ZN-08,medium,EMP-0131,2026-07-23 14:50:02,True,False,
EVT-0010050,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0051,2026-07-23 14:50:12,True,False,
EVT-0010049,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0069,2026-07-23 14:50:45,True,False,
EVT-0029760,AP-07,Emergency Exit - East,,medium,EMP-0070,2026-07-23 14:51:05,True,False,
EVT-0029758,AP-07,Emergency Exit - East,,medium,EMP-0093,2026-07-23 14:51:12,True,False,
EVT-0010051,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0030,2026-07-23 14:51:15,True,False,
EVT-0010052,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0120,2026-07-23 14:51:22,True,False,
EVT-0010053,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0013,2026-07-23 14:52:42,True,False,
EVT-0017983,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0126,2026-07-23 14:53:35,True,False,
EVT-0010054,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0018,2026-07-23 14:53:44,True,False,
EVT-0010056,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0009,2026-07-23 14:53:59,True,False,
EVT-0017984,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0063,2026-07-23 14:54:01,True,False,
EVT-0025282,AP-05,Executive Wing Door,ZN-08,medium,EMP-0113,2026-07-23 14:54:02,True,False,
EVT-0029759,AP-07,Emergency Exit - East,,medium,EMP-0087,2026-07-23 14:54:06,True,False,
EVT-0010055,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0061,2026-07-23 14:54:21,True,False,
EVT-0017987,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0136,2026-07-23 14:55:05,True,False,
EVT-0010057,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0042,2026-07-23 14:55:10,True,False,
EVT-0010062,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0017,2026-07-23 14:55:40,True,False,
EVT-0001823,AP-01,Main Entrance,ZN-06,low,EMP-0006,2026-07-23 14:55:52,True,False,
EVT-0010059,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0109,2026-07-23 14:56:02,True,False,
EVT-0025284,AP-05,Executive Wing Door,ZN-08,medium,EMP-0014,2026-07-23 14:56:22,True,False,
EVT-0010063,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0003,2026-07-23 14:56:26,True,False,
EVT-0010060,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0014,2026-07-23 14:57:09,True,False,
EVT-0010058,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-07-23 14:57:31,True,False,
EVT-0010061,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0135,2026-07-23 14:57:47,True,False,
EVT-0017986,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0057,2026-07-23 14:58:03,True,False,
EVT-0001827,AP-01,Main Entrance,ZN-06,low,EMP-0118,2026-07-23 14:58:20,True,False,
EVT-0017985,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0085,2026-07-23 14:58:37,True,False,
EVT-0010064,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0010,2026-07-23 14:58:46,True,False,
EVT-0027547,AP-06,Loading Dock,,medium,EMP-0091,2026-07-23 14:59:20,True,False,
EVT-0001826,AP-01,Main Entrance,ZN-06,low,EMP-0056,2026-07-23 14:59:27,True,False,
EVT-0001824,AP-01,Main Entrance,ZN-06,low,EMP-0138,2026-07-23 14:59:28,True,False,
EVT-0001825,AP-01,Main Entrance,ZN-06,low,EMP-0019,2026-07-23 14:59:29,True,False,
EVT-0017988,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0105,2026-07-23 14:59:59,True,False,
EVT-0029762,AP-07,Emergency Exit - East,,medium,EMP-0028,2026-07-23 15:00:25,True,False,
EVT-0001828,AP-01,Main Entrance,ZN-06,low,EMP-0090,2026-07-23 15:00:59,True,False,
EVT-0017991,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0095,2026-07-23 15:01:29,True,False,
EVT-0001833,AP-01,Main Entrance,ZN-06,low,EMP-0095,2026-07-23 15:01:44,True,False,
EVT-0001831,AP-01,Main Entrance,ZN-06,low,EMP-0016,2026-07-23 15:01:53,True,False,
EVT-0010067,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0091,2026-07-23 15:02:12,True,False,
EVT-0010065,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0038,2026-07-23 15:02:19,True,False,
EVT-0029761,AP-07,Emergency Exit - East,,medium,EMP-0102,2026-07-23 15:02:37,True,False,
EVT-0010066,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0134,2026-07-23 15:02:53,True,False,
EVT-0001829,AP-01,Main Entrance,ZN-06,low,EMP-0037,2026-07-23 15:02:56,True,False,
EVT-0010068,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-07-23 15:03:23,True,False,
EVT-0027548,AP-06,Loading Dock,,medium,EMP-0063,2026-07-23 15:03:29,True,False,
EVT-0010069,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0089,2026-07-23 15:03:34,True,False,
EVT-0017990,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0095,2026-07-23 15:03:38,True,False,
EVT-0027549,AP-06,Loading Dock,,medium,EMP-0104,2026-07-23 15:03:50,True,False,
EVT-0017989,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0030,2026-07-23 15:04:20,True,False,
EVT-0001830,AP-01,Main Entrance,ZN-06,low,EMP-0044,2026-07-23 15:04:39,True,False,
EVT-0025285,AP-05,Executive Wing Door,ZN-08,medium,EMP-0129,2026-07-23 15:04:47,True,False,
EVT-0001832,AP-01,Main Entrance,ZN-06,low,EMP-0051,2026-07-23 15:04:55,True,False,
EVT-0027551,AP-06,Loading Dock,,medium,EMP-0112,2026-07-23 15:05:05,True,False,
EVT-0010071,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0001,2026-07-23 15:05:30,True,False,
EVT-0025286,AP-05,Executive Wing Door,ZN-08,medium,EMP-0109,2026-07-23 15:05:39,True,False,
EVT-0017993,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0097,2026-07-23 15:06:34,True,False,
EVT-0027550,AP-06,Loading Dock,,medium,EMP-0070,2026-07-23 15:07:16,True,False,
EVT-0025287,AP-05,Executive Wing Door,ZN-08,medium,EMP-0069,2026-07-23 15:07:19,True,False,
EVT-0027552,AP-06,Loading Dock,,medium,EMP-0123,2026-07-23 15:07:36,True,False,
EVT-0010072,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0131,2026-07-23 15:07:51,True,False,
EVT-0001837,AP-01,Main Entrance,ZN-06,low,EMP-0040,2026-07-23 15:07:52,True,False,
EVT-0010073,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0058,2026-07-23 15:07:55,True,False,
EVT-0010070,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0078,2026-07-23 15:08:30,True,False,
EVT-0001838,AP-01,Main Entrance,ZN-06,low,EMP-0119,2026-07-23 15:08:58,True,False,
EVT-0001834,AP-01,Main Entrance,ZN-06,low,EMP-0041,2026-07-23 15:09:24,True,False,
EVT-0001836,AP-01,Main Entrance,ZN-06,low,EMP-0092,2026-07-23 15:09:36,True,False,
EVT-0001835,AP-01,Main Entrance,ZN-06,low,EMP-0073,2026-07-23 15:09:46,True,False,
EVT-0017992,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0010,2026-07-23 15:09:49,True,False,
EVT-0001839,AP-01,Main Entrance,ZN-06,low,EMP-0028,2026-07-23 15:09:58,True,False,
EVT-0010077,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0114,2026-07-23 15:10:37,True,False,
EVT-0001842,AP-01,Main Entrance,ZN-06,low,EMP-0040,2026-07-23 15:11:14,True,False,
EVT-0001844,AP-01,Main Entrance,ZN-06,low,EMP-0072,2026-07-23 15:11:26,True,False,
EVT-0029764,AP-07,Emergency Exit - East,,medium,EMP-0047,2026-07-23 15:11:37,True,False,
EVT-0025289,AP-05,Executive Wing Door,ZN-08,medium,EMP-0039,2026-07-23 15:11:50,True,False,
EVT-0001840,AP-01,Main Entrance,ZN-06,low,EMP-0108,2026-07-23 15:11:58,True,False,
EVT-0029763,AP-07,Emergency Exit - East,,medium,EMP-0036,2026-07-23 15:12:19,True,False,
EVT-0010075,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0130,2026-07-23 15:12:36,True,False,
EVT-0001843,AP-01,Main Entrance,ZN-06,low,EMP-0106,2026-07-23 15:12:37,True,False,
EVT-0010074,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-07-23 15:12:50,True,False,
EVT-0017997,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0108,2026-07-23 15:13:01,True,False,
EVT-0010076,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0062,2026-07-23 15:13:02,True,False,
EVT-0025288,AP-05,Executive Wing Door,ZN-08,medium,EMP-0095,2026-07-23 15:13:25,True,False,
EVT-0017995,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0066,2026-07-23 15:13:50,True,False,
EVT-0001845,AP-01,Main Entrance,ZN-06,low,EMP-0076,2026-07-23 15:14:08,True,False,
EVT-0029765,AP-07,Emergency Exit - East,,medium,EMP-0068,2026-07-23 15:14:10,True,False,
EVT-0001846,AP-01,Main Entrance,ZN-06,low,EMP-0018,2026-07-23 15:14:12,True,False,
EVT-0001841,AP-01,Main Entrance,ZN-06,low,EMP-0005,2026-07-23 15:14:12,True,False,
EVT-0017994,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0124,2026-07-23 15:14:47,True,False,
EVT-0017996,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0015,2026-07-23 15:14:57,True,False,
EVT-0025292,AP-05,Executive Wing Door,ZN-08,medium,EMP-0101,2026-07-23 15:15:03,True,False,
EVT-0001851,AP-01,Main Entrance,ZN-06,low,EMP-0065,2026-07-23 15:15:15,True,False,
EVT-0017999,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0059,2026-07-23 15:15:47,True,False,
EVT-0001848,AP-01,Main Entrance,ZN-06,low,EMP-0137,2026-07-23 15:16:19,True,False,
EVT-0018001,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0015,2026-07-23 15:16:27,True,False,
EVT-0001852,AP-01,Main Entrance,ZN-06,low,EMP-0016,2026-07-23 15:16:39,True,False,
EVT-0029766,AP-07,Emergency Exit - East,,medium,EMP-0018,2026-07-23 15:17:22,True,False,
EVT-0025290,AP-05,Executive Wing Door,ZN-08,medium,EMP-0024,2026-07-23 15:17:56,True,False,
EVT-0018000,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0048,2026-07-23 15:18:01,True,False,
EVT-0001849,AP-01,Main Entrance,ZN-06,low,EMP-0093,2026-07-23 15:18:16,True,False,
EVT-0018002,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0094,2026-07-23 15:18:37,True,False,
EVT-0017998,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0054,2026-07-23 15:18:41,True,False,
EVT-0001847,AP-01,Main Entrance,ZN-06,low,EMP-0098,2026-07-23 15:18:48,True,False,
EVT-0001850,AP-01,Main Entrance,ZN-06,low,EMP-0028,2026-07-23 15:18:53,True,False,
EVT-0027553,AP-06,Loading Dock,,medium,EMP-0087,2026-07-23 15:19:29,True,False,
EVT-0025291,AP-05,Executive Wing Door,ZN-08,medium,EMP-0130,2026-07-23 15:19:29,True,False,
EVT-0001853,AP-01,Main Entrance,ZN-06,low,EMP-0044,2026-07-23 15:20:03,True,False,
EVT-0018005,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0058,2026-07-23 15:20:09,True,False,
EVT-0010082,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0100,2026-07-23 15:20:31,True,False,
EVT-0018003,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0074,2026-07-23 15:20:34,True,False,
EVT-0010083,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0008,2026-07-23 15:21:24,True,False,
EVT-0029767,AP-07,Emergency Exit - East,,medium,EMP-0044,2026-07-23 15:21:44,True,False,
EVT-0010081,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0114,2026-07-23 15:21:46,True,False,
EVT-0001854,AP-01,Main Entrance,ZN-06,low,EMP-0031,2026-07-23 15:21:54,True,False,
EVT-0010078,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0005,2026-07-23 15:21:57,True,False,
EVT-0018004,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0097,2026-07-23 15:24:01,False,False,
EVT-0010080,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0130,2026-07-23 15:24:21,True,False,
EVT-0010079,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-07-23 15:24:41,True,False,
EVT-0018008,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0132,2026-07-23 15:25:10,True,False,
EVT-0001856,AP-01,Main Entrance,ZN-06,low,EMP-0018,2026-07-23 15:25:35,True,False,
EVT-0018012,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0055,2026-07-23 15:25:47,True,False,
EVT-0018013,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0012,2026-07-23 15:25:53,True,False,
EVT-0010085,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0083,2026-07-23 15:26:33,True,False,
EVT-0018010,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0013,2026-07-23 15:27:27,True,False,
EVT-0010086,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0089,2026-07-23 15:27:45,True,False,
EVT-0018009,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0128,2026-07-23 15:28:03,True,False,
EVT-0025293,AP-05,Executive Wing Door,ZN-08,medium,EMP-0083,2026-07-23 15:28:10,True,False,
EVT-0010084,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0092,2026-07-23 15:28:43,True,False,
EVT-0025294,AP-05,Executive Wing Door,ZN-08,medium,EMP-0119,2026-07-23 15:29:00,True,False,
EVT-0018007,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0078,2026-07-23 15:29:04,True,False,
EVT-0010087,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0052,2026-07-23 15:29:18,True,False,
EVT-0018011,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0081,2026-07-23 15:29:46,True,False,
EVT-0018006,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0006,2026-07-23 15:29:51,True,False,
EVT-0001855,AP-01,Main Entrance,ZN-06,low,EMP-0014,2026-07-23 15:29:57,True,False,
EVT-0010091,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0067,2026-07-23 15:30:21,True,False,
EVT-0010092,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0039,2026-07-23 15:30:22,True,False,
EVT-0001859,AP-01,Main Entrance,ZN-06,low,EMP-0124,2026-07-23 15:30:46,True,False,
EVT-0018016,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0066,2026-07-23 15:31:08,True,False,
EVT-0029768,AP-07,Emergency Exit - East,,medium,EMP-0014,2026-07-23 15:31:20,False,False,
EVT-0027554,AP-06,Loading Dock,,medium,EMP-0030,2026-07-23 15:31:41,True,False,
EVT-0010089,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0135,2026-07-23 15:32:11,True,False,
EVT-0001857,AP-01,Main Entrance,ZN-06,low,EMP-0032,2026-07-23 15:32:11,True,False,
EVT-0001858,AP-01,Main Entrance,ZN-06,low,EMP-0019,2026-07-23 15:32:41,True,False,
EVT-0027555,AP-06,Loading Dock,,medium,EMP-0055,2026-07-23 15:32:49,True,False,
EVT-0010090,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0125,2026-07-23 15:33:01,True,False,
EVT-0010088,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0063,2026-07-23 15:33:33,True,False,
EVT-0025295,AP-05,Executive Wing Door,ZN-08,medium,EMP-0063,2026-07-23 15:33:51,True,False,
EVT-0018015,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0037,2026-07-23 15:34:01,True,False,
EVT-0018014,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0099,2026-07-23 15:34:39,True,False,
EVT-0029769,AP-07,Emergency Exit - East,,medium,EMP-0053,2026-07-23 15:34:55,True,False,
EVT-0018018,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0115,2026-07-23 15:36:31,True,False,
EVT-0010093,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-07-23 15:36:56,True,False,
EVT-0001862,AP-01,Main Entrance,ZN-06,low,EMP-0009,2026-07-23 15:38:23,True,False,
EVT-0018017,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0103,2026-07-23 15:38:40,True,False,
EVT-0001861,AP-01,Main Entrance,ZN-06,low,EMP-0019,2026-07-23 15:38:43,True,False,
EVT-0029770,AP-07,Emergency Exit - East,,medium,EMP-0106,2026-07-23 15:38:46,True,False,
EVT-0001863,AP-01,Main Entrance,ZN-06,low,EMP-0005,2026-07-23 15:39:04,True,False,
EVT-0027556,AP-06,Loading Dock,,medium,EMP-0059,2026-07-23 15:39:08,True,False,
EVT-0001860,AP-01,Main Entrance,ZN-06,low,EMP-0115,2026-07-23 15:39:13,True,False,
EVT-0018025,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0093,2026-07-23 15:40:02,True,False,
EVT-0018021,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0109,2026-07-23 15:40:17,True,False,
EVT-0018026,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0114,2026-07-23 15:40:28,True,False,
EVT-0001865,AP-01,Main Entrance,ZN-06,low,EMP-0140,2026-07-23 15:40:44,True,False,
EVT-0025296,AP-05,Executive Wing Door,ZN-08,medium,EMP-0125,2026-07-23 15:41:11,True,False,
EVT-0001864,AP-01,Main Entrance,ZN-06,low,EMP-0121,2026-07-23 15:41:15,True,False,
EVT-0018019,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0051,2026-07-23 15:41:44,True,False,
EVT-0018024,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0132,2026-07-23 15:41:59,True,False,
EVT-0001868,AP-01,Main Entrance,ZN-06,low,EMP-0053,2026-07-23 15:42:21,True,False,
EVT-0027557,AP-06,Loading Dock,,medium,EMP-0124,2026-07-23 15:42:26,True,False,
EVT-0001870,AP-01,Main Entrance,ZN-06,low,EMP-0015,2026-07-23 15:42:26,True,False,
EVT-0010094,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0003,2026-07-23 15:42:38,True,False,
EVT-0018022,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0037,2026-07-23 15:43:07,True,False,
EVT-0018020,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0129,2026-07-23 15:43:11,True,False,
EVT-0001869,AP-01,Main Entrance,ZN-06,low,EMP-0043,2026-07-23 15:43:19,True,False,
EVT-0001866,AP-01,Main Entrance,ZN-06,low,EMP-0012,2026-07-23 15:43:27,True,False,
EVT-0018023,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0028,2026-07-23 15:43:48,True,False,
EVT-0001867,AP-01,Main Entrance,ZN-06,low,EMP-0116,2026-07-23 15:44:28,True,False,
EVT-0010095,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0052,2026-07-23 15:44:56,True,False,
EVT-0010096,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0057,2026-07-23 15:45:26,True,False,
EVT-0010098,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0067,2026-07-23 15:46:02,True,False,
EVT-0001872,AP-01,Main Entrance,ZN-06,low,EMP-0055,2026-07-23 15:46:25,True,False,
EVT-0018029,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0061,2026-07-23 15:46:46,True,False,
EVT-0010100,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0106,2026-07-23 15:46:47,True,False,
EVT-0010102,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0046,2026-07-23 15:46:53,True,False,
EVT-0018027,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0001,2026-07-23 15:47:05,True,False,
EVT-0010101,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0113,2026-07-23 15:47:06,True,False,
EVT-0025297,AP-05,Executive Wing Door,ZN-08,medium,EMP-0036,2026-07-23 15:47:39,True,False,
EVT-0010099,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0112,2026-07-23 15:48:02,True,False,
EVT-0018030,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0024,2026-07-23 15:48:28,True,False,
EVT-0001871,AP-01,Main Entrance,ZN-06,low,EMP-0069,2026-07-23 15:48:47,True,False,
EVT-0010097,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0020,2026-07-23 15:49:28,True,False,
EVT-0018028,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0046,2026-07-23 15:49:52,True,False,
EVT-0027558,AP-06,Loading Dock,,medium,EMP-0046,2026-07-23 15:49:54,True,False,
EVT-0001873,AP-01,Main Entrance,ZN-06,low,EMP-0071,2026-07-23 15:50:08,True,False,
EVT-0010106,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0008,2026-07-23 15:50:43,True,False,
EVT-0025298,AP-05,Executive Wing Door,ZN-08,medium,EMP-0027,2026-07-23 15:50:51,True,False,
EVT-0001874,AP-01,Main Entrance,ZN-06,low,EMP-0105,2026-07-23 15:51:02,True,False,
EVT-0010105,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0117,2026-07-23 15:51:26,True,False,
EVT-0018034,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0074,2026-07-23 15:51:42,True,False,
EVT-0018032,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0079,2026-07-23 15:51:55,True,False,
EVT-0018031,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0052,2026-07-23 15:52:04,True,False,
EVT-0010103,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0044,2026-07-23 15:52:04,True,False,
EVT-0027559,AP-06,Loading Dock,,medium,EMP-0077,2026-07-23 15:52:07,True,False,
EVT-0010104,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0027,2026-07-23 15:52:14,True,False,
EVT-0018033,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0105,2026-07-23 15:52:35,True,False,
EVT-0029771,AP-07,Emergency Exit - East,,medium,EMP-0117,2026-07-23 15:52:52,True,False,
EVT-0001875,AP-01,Main Entrance,ZN-06,low,EMP-0080,2026-07-23 15:53:26,True,False,
EVT-0001876,AP-01,Main Entrance,ZN-06,low,EMP-0099,2026-07-23 15:53:30,True,False,
EVT-0029774,AP-07,Emergency Exit - East,,medium,EMP-0096,2026-07-23 15:55:42,True,False,
EVT-0010108,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0097,2026-07-23 15:57:07,True,False,
EVT-0018035,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0060,2026-07-23 15:57:25,True,False,
EVT-0029773,AP-07,Emergency Exit - East,,medium,EMP-0077,2026-07-23 15:57:30,True,False,
EVT-0010107,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-07-23 15:58:18,True,False,
EVT-0029772,AP-07,Emergency Exit - East,,medium,EMP-0054,2026-07-23 15:59:24,True,False,
EVT-0018036,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0029,2026-07-23 15:59:55,True,False,
EVT-0029775,AP-07,Emergency Exit - East,,medium,EMP-0032,2026-07-23 16:00:13,True,False,
EVT-0001878,AP-01,Main Entrance,ZN-06,low,EMP-0077,2026-07-23 16:00:29,True,False,
EVT-0018037,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0136,2026-07-23 16:00:38,True,False,
EVT-0001881,AP-01,Main Entrance,ZN-06,low,EMP-0030,2026-07-23 16:00:42,True,False,
EVT-0001877,AP-01,Main Entrance,ZN-06,low,EMP-0025,2026-07-23 16:01:03,True,False,
EVT-0010109,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0063,2026-07-23 16:01:38,True,False,
EVT-0001879,AP-01,Main Entrance,ZN-06,low,EMP-0042,2026-07-23 16:02:49,True,False,
EVT-0025299,AP-05,Executive Wing Door,ZN-08,medium,EMP-0102,2026-07-23 16:02:51,True,False,
EVT-0001880,AP-01,Main Entrance,ZN-06,low,EMP-0118,2026-07-23 16:02:53,True,False,
EVT-0010110,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0106,2026-07-23 16:04:59,True,False,
EVT-0010111,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0009,2026-07-23 16:04:59,True,False,
